Year,Country,"Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Life expectancy at birth, total (years)",Prevalence of overweight (% of adults),Prevalence of current tobacco use (% of adults),Current health expenditure per capita (current US$),Individuals using the Internet (% of population),GDP per capita (current US$),Access to electricity (% of population),ICT goods exports (% of total goods exports),Urban population (% of total population),"School enrollment, tertiary (% gross)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, secondary (% net)","Primary completion rate, total (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Labor force, female (% of total labor force)",Proportion of seats held by women in national parliaments (%),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Mortality rate, infant (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)",Current health expenditure (% of GDP),Births attended by skilled health staff (% of total),People using safely managed drinking water services (% of population)
2003,Germany,4.17101860046387,,,,8.32164512104111,13.8596902959728,11.36756640248,,,,78.3804878048781,52.0,,3152.79418945,55.9,30711.1022511331,100.0,7.39,75.577,,,89.62782,102.001808166504,,44.7539332906337,32.1724709784411,,,4.1,97.0,10.40202236,98.6,99.8429083697779
2002,Germany,4.16305732727051,,,,8.277351224179,13.3527209473431,11.0910393799806,,,,78.2292682926829,51.6,,2567.50292969,48.8,25486.5942008748,100.0,7.9,75.374,,,89.58207,103.541839599609,,44.4313931371859,32.1724709784411,,,4.2,93.0,10.18365669,98.6,99.8429031343674
2001,Germany,4.14708137512207,,,,8.41200846088629,13.28223624407,11.1319748981563,,,,78.3292682926829,51.2,,2346.66918945,31.7,23878.3641471651,100.0,8.16,75.17,,,,107.113998413086,,44.1542747472394,31.0810810810811,,,4.3,93.0,9.92069149,98.6,99.8429019834058
2000,Germany,4.06815242767334,,,,8.2084584809956,12.9321240707843,10.8719968914886,4.01339387079037,4.11736037223247,91.8692448137765,77.9268292682927,50.8,36.4,2344.41088867,30.2,23925.8559901991,100.0,8.4,74.965,,,,99.0259704589844,,43.781639513354,30.9417040358744,,,4.4,90.0,9.88843536,98.6,99.8428993419985
1999,Germany,,,,,8.17180175735246,12.8022377856846,10.7935328905209,,,,77.7268292682927,50.4,,,20.8,26965.4922773722,100.0,,74.758,,,,100.636497497559,,43.5629581917494,30.9417040358744,,,4.5,97.0,,98.7,
1998,Germany,4.46187019348145,16.4901,20.10304,,8.32436046576304,12.9788385745903,10.9782508476165,,,,77.4756097560976,50.0,,,9.88,27395.9440608051,100.0,,74.551,,,,,,43.2935757777192,26.1904761904762,,,4.7,89.0,,,
1997,Germany,,,,,8.31752833732387,12.8456365800142,10.9099555367041,,,,77.0731707317073,49.5,,,6.71,27046.9565464237,100.0,,74.342,48.954719543457,,,99.5620193481445,74.3582992553711,43.0966601993543,26.1904761904762,,,4.8,87.0,,,
1996,Germany,4.49470996856689,,,,8.20134502585977,12.427308823097,10.6356309301018,,,,76.6731707317073,49.1,,,3.05,30599.7891048363,100.0,,74.133,48.2839698791504,,,99.1219711303711,72.5480194091797,42.7604103959883,,,,5.0,84.0,,,
1995,Germany,4.4307599067688,,,,8.33902424360238,12.437029055845,10.7195755939992,,,,76.4219512195122,48.6,,,1.84,31747.2449398447,100.0,,73.922,46.4355697631836,,,100.233940124512,72.7129592895508,42.5959911283369,,,,5.3,78.0,,,
1994,Germany,4.33663988113403,,,,8.23506206217382,12.3445934287087,10.6311239690849,,,,76.2707317073171,48.1,,,0.923,27201.9593555204,100.0,,73.71,43.3363800048828,,,100.033493041992,73.2706985473633,42.4378339847519,,,,5.5,73.0,,,
1993,Germany,4.40791988372803,,,,8.16647488943223,11.8569503292608,10.3308030195292,,,,75.8707317073171,47.6,,,0.464,25616.6508772405,100.0,,73.497,40.1300811767578,,,100.699859619141,71.7363662719727,42.1094597698105,,,,5.9,62.0,,,
1992,Germany,,,,,8.04433534104397,11.4269628663794,10.0311931520746,,,,75.819512195122,47.1,,,0.435,26559.8543879632,100.0,,73.36,35.9999618530273,,,,,42.1275762213052,,,,6.2,85.0,,,
1991,Germany,,,,,7.87832714812639,10.9349929824595,9.66900790863214,,,,75.319512195122,46.6,,,0.25,23443.3350818536,100.0,,73.269,34.1853218078613,,,,,41.9591231017249,,,,6.6,80.0,,,
1990,Germany,,,,,,,,,,,75.0856341463415,46.0,,,0.126,22385.6778250275,100.0,,73.118,,,,,,40.6131953454893,,,,7.0,80.0,,,
1989,Germany,,,,,,,,,,,75.1915365853659,45.5,,,,17829.4609524705,,,72.976,,,,,,,,,,7.4,80.0,,,
1988,Germany,,,,,,,,,,,74.9987317073171,45.0,,,,17996.9783507619,,,72.999,,,,,,,,,,7.8,80.0,,,
1987,Germany,,,,,,,,,,,74.8070243902439,44.4,,,,16738.6132825523,,,72.836,,,,,,,,,,8.3,80.0,,,
1986,Germany,,,,,,,,,,,74.3968292682927,43.9,,,,13511.1520027486,,,72.617,,,,,,,,,,8.7,90.0,,100.0,
1985,Germany,,,,,,,,,,,74.1890975609756,43.4,,,,9464.11694710857,,,72.711,,,,,,,,,,9.2,80.0,,,
1984,Germany,,,,,,,,,,,74.0722926829268,42.9,,,,9347.29068412377,,,72.943,,,,,,,,,,9.8,94.0,,,
1983,Germany,,,,,,,,,,,73.6221463414634,42.4,,,,9900.48559233526,,,73.103,,,,,,,,,,10.4,93.0,,,
1982,Germany,,,,,,,,,,,73.3331463414634,41.9,,,,9950.05926025365,,,73.107,,,,,,,,,,11.0,97.0,,,
1981,Germany,,,,,,,,,,,73.0402195121951,41.3,,,,10246.4767623188,,,72.989,,,,,,,,,,11.8,95.0,,,
1980,Germany,,,,,,,,,,,72.8003170731707,40.8,,,,12182.7800196802,,,72.844,,,,,,,,,,12.6,,,,
2020,Denmark,7.38354015350342,,,,5.73637370054548,10.9875683241795,8.52396723562085,,,,81.6024390243903,,17.5,6442.0,96.5,60985.4885601514,100.0,3.95,88.116,82.6643295288086,,,99.7000274658203,101.94930267334,47.0852726370837,39.6648044692737,,,3.2,97.0,10.56,,99.9188240598864
2019,Denmark,7.25505018234253,,,,5.71292174125432,10.6559481036229,8.33875174956439,6.82614009736737,3.51602038320691,89.6578412938322,81.4512195121951,,18.1,6059.0,98.0,59404.2663247723,100.0,3.66,87.994,81.6945877075195,,,100.630348205566,101.583419799805,47.0023946041323,39.1061452513966,,,3.3,97.0,10.15,,99.9188303479105
2018,Denmark,7.29690980911255,,,,5.53554262130113,10.4400066670695,8.13656391233499,,,,80.9536585365854,,18.1,6233.0,97.3,61324.7665045565,100.0,3.72,87.874,81.1405487060547,,,100.413879394531,99.8799133300781,47.0726894383873,37.4301675977654,,,3.4,97.0,10.1,95.3,99.9188311329772
2017,Denmark,7.11585998535156,,,,5.63974891268871,10.7452243635019,8.3404033806088,,,,81.1024390243903,,,5834.0,97.1,57521.5514992225,100.0,3.88,87.757,81.3220062255859,,90.92146,101.684516906738,100.470733642578,47.214044552662,37.4301675977654,,,3.4,98.0,10.1,95.1,99.5782174188815
2016,Denmark,7.69106006622314,,,,5.92157160951562,11.3351153888937,8.78821935134158,,,,80.8536585365854,55.4,,5624.0,97.0,54500.9260410217,100.0,3.67,87.642,82.1714935302734,,89.88581,101.488136291504,99.4763336181641,47.2433304738527,37.4301675977654,,,3.5,94.0,10.25,94.4,99.1813090439104
2015,Denmark,7.01041460037231,,,,5.79983338608916,11.5566295080337,8.86676254503726,6.3742808751623,3.49101268373796,90.1347060017041,80.7024390243902,55.1,21.1,5532.0,96.3,53094.0133607574,100.0,3.66,87.526,83.300407409668,,89.39882,99.5803298950195,100.243690490723,46.8511420110263,37.4301675977654,,,3.5,93.0,10.34,95.4,98.7844096414334
2014,Denmark,7.634850025177,25.05246,31.13589,43.12666,5.82074427128739,11.7716222927476,8.97036500624931,,,,80.7,54.7,,6467.0,96.0,62520.4509747011,100.0,3.59,87.41,81.3143615722656,,89.4441,100.149047851562,99.2519073486328,47.1826094290704,39.1061452513966,,,3.5,94.0,10.31,95.9,98.3875001402106
2013,Denmark,8.49442958831787,25.37714,27.91977,42.55885,5.92483382876389,12.0185806860173,9.12785050292313,,,,80.3,54.3,,6334.0,94.6,61377.5940590412,100.0,3.23,87.292,80.4186782836914,,90.11001,99.0106735229492,99.5459289550781,47.5861148394054,39.1061452513966,,,3.5,94.0,10.33,96.3,97.9905938239385
2012,Denmark,7.23782014846802,25.61737,27.67433,41.8996,6.04571642141173,12.180124299267,9.27243004903437,,,,80.0512195121951,54.0,,6168.0,92.3,58443.7747103968,100.0,3.28,87.142,77.7465515136719,,90.22411,99.650032043457,97.92236328125,47.3959401342538,39.1061452513966,,,3.5,94.0,10.52,98.2,97.593687158432
2011,Denmark,8.48486042022705,21.68502,29.22918,50.9369,5.88757567662053,11.9810791024301,9.1004075905686,,,,79.8,53.6,,6438.0,89.8,61809.737898222,100.0,3.4,86.957,75.9300231933594,,91.17921,101.048439025879,97.3281707763672,47.1982752660935,39.1061452513966,,,3.5,91.0,10.41,98.5,97.1967863728046
2010,Denmark,8.55955028533936,27.88253,32.50974,53.95163,6.00766027837958,12.0048666253013,9.15027048732669,6.60022501587408,3.56555888382115,89.8342157756743,79.1,53.3,25.5,6171.0,88.7,58104.5445594981,100.0,3.65,86.795,72.4951477050781,,90.13414,99.3064880371094,95.8233413696289,47.0966787688782,37.9888268156425,,,3.5,90.0,10.61,98.5,96.7998792215254
2009,Denmark,8.44888019561768,27.95176,31.87939,54.98638,6.30337092542056,12.6928337714823,9.66140222960512,,,,78.5975609756098,52.9,,6222.0,86.8,58412.7472358513,100.0,3.39,86.654,73.1106262207031,,89.83744,98.4656372070312,98.3562316894531,47.0717418109982,37.9888268156425,,,3.6,89.0,10.67,98.7,96.402972409788
2008,Denmark,7.47604990005493,24.10346,30.44643,50.38598,5.93910848633391,11.9906661754594,9.16986895470502,,,,78.4463414634146,52.5,,6138.0,85.0,64616.6657583663,100.0,3.37,86.487,74.8606262207031,,89.33902,98.8464279174805,98.1566009521484,46.8035057243294,37.9888268156425,,,3.6,88.0,9.51,,96.0060749005009
2007,Denmark,7.61560010910034,23.82334,31.34546,52.29962,5.92187739225474,11.7281774891111,9.01188528935267,,,,78.1951219512195,52.1,,5468.0,85.0,58631.6566433635,100.0,4.65,86.293,78.243293762207,,89.25386,100.0,,46.9764743083975,37.9888268156425,,,3.8,87.0,9.33,97.8,95.6091688218986
2006,Denmark,7.72990989685059,23.94687,33.52992,52.11558,6.24942589031601,11.5167639954017,9.05590033033593,,,,78.0951219512195,51.7,,4779.0,86.7,52119.1787984282,100.0,4.57,86.098,78.5057678222656,,89.38548,103.421562194824,,47.0300893860233,36.8715083798883,,,3.9,93.0,9.17,98.7,95.2122641652862
2005,Denmark,8.08557033538818,24.61318,34.25592,54.10622,6.22991568178905,11.2425558165468,8.90657878590322,,,,77.8439024390244,51.4,30.8,4443.0,82.7,48925.8076698784,100.0,4.94,85.856,80.8124618530273,,91.57663,98.5534515380859,,46.8221649875218,36.8715083798883,,,4.1,93.0,9.09,98.8,94.8153532403821
2004,Denmark,8.2076301574707,24.20814,34.44315,60.92935,6.20275443820466,11.0703139092818,8.80276773832292,,,,77.4926829268293,51.0,,4195.0,80.9,46625.050098011,100.0,6.24,85.566,74.9665069580078,,91.19584,100.0,,46.7001307380582,37.9888268156425,,,4.2,95.0,9.01,98.6,94.4184493254521
2003,Denmark,8.12193012237549,,33.90776,65.09406,6.27646646542562,11.6853917217705,9.1821474896216,,,,77.1439024390244,50.6,,3607.0,76.3,40519.0974905924,100.0,6.63,85.36,68.1712493896484,,93.92329,,,46.4528307919211,37.9888268156425,,,4.4,96.0,8.9,98.9,94.0215427892674
2002,Denmark,8.2130298614502,23.97886,34.84693,71.96577,6.17052149111335,11.2515488794459,8.8851345227262,,,,76.8951219512195,50.2,,2896.0,64.3,33257.1622586509,100.0,8.43,85.25,64.2234725952148,,91.05446,102.681213378906,,46.5947156316851,37.9888268156425,,,4.5,98.0,8.7,98.8,94.0215456319684
2001,Denmark,8.21545028686523,24.80682,33.88395,73.58267,6.10759551107986,11.2744800390248,8.87870369828288,,,,76.7926829268293,49.7,,2603.0,43.0,30768.4775471112,100.0,6.75,85.15,61.3673095703125,,89.47715,99.4872894287109,,46.6684761339679,,,,4.6,97.0,8.45,98.9,94.0215450080604
2000,Denmark,8.08434009552002,23.61791,37.21646,68.46375,6.4538881613555,11.4813282843391,9.15282300266941,3.75319319078266,5.62112840847003,90.6256745695065,76.5926829268293,49.3,37.3,2496.0,39.2,30722.0251837567,100.0,7.21,85.1,58.3664016723633,,88.60073,99.9982986450195,,46.5587300611053,37.4301675977654,,,4.7,97.0,8.1,98.8,94.0215446976654
1999,Denmark,7.93115997314453,24.05078,37.26457,64.40718,6.66288540219483,11.5253001444012,9.2857842592297,,,,76.3414634146341,48.9,,,30.6,33426.2381077405,100.0,,85.086,56.4665908813477,,,100.022521972656,,46.428280564247,37.4301675977654,,,4.8,99.0,,98.7,
1998,Denmark,8.10674953460693,26.33723,37.16651,61.29751,7.22368823945544,11.7783050393419,9.6971892194404,,,,76.1390243902439,48.5,,,22.7,33346.4884298957,100.0,,85.06,52.9263801574707,,87.9482,100.217582702637,,46.3628873042378,37.4301675977654,,,4.9,99.0,,98.8,
1997,Denmark,,,,,6.84476351128741,11.5543687612119,9.43462676142752,,,,75.9451219512195,48.0,,,11.4,32779.879045297,100.0,,85.033,,,,,,45.5145922390057,32.9608938547486,,,5.0,92.0,,98.3,
1996,Denmark,7.8849401473999,,,,6.52805178295912,11.5982225219409,9.32963430432845,,,,75.5914634146342,47.6,,,5.71,35621.9878051732,100.0,,85.006,47.7733116149902,,87.28194,,,45.5060438814189,,,,5.2,77.0,,,
1995,Denmark,7.47103977203369,,,,6.9526001141175,11.6192410528527,9.54309415597781,,,,75.2126829268293,47.1,,,3.83,35321.0980773087,100.0,,84.979,45.3761405944824,,86.71742,,,45.2974464179554,,,,5.4,90.0,,,
1994,Denmark,7.47105979919434,,,,7.65570781373255,11.7268111316872,9.88035436597668,,,,75.3751219512195,46.6,,,1.34,29967.8303903163,100.0,,84.952,45.4964599609375,,87.08292,100.131568908691,,45.8394823598453,,,,5.7,89.0,,,
1993,Denmark,7.77281999588013,,,,8.58706816686583,12.664609197168,10.7607645847659,,,,75.1168292682927,46.1,,,0.578,27581.7241097459,100.0,,84.925,44.1690216064453,,86.55325,100.22354888916,,46.88246527298,,,,6.1,88.0,,,
1992,Denmark,,,,,8.54606704469564,12.6392378925355,10.7369124314006,,,,75.1941463414634,45.6,,,0.387,29579.4913648682,100.0,,84.898,40.2165603637695,,86.75411,98.4785308837891,,46.9062773288618,,,,6.5,91.0,,,
1991,Denmark,5.59675979614258,,,,8.77442819963827,12.5953253582526,10.8284042450263,,,,75.1578048780488,45.1,,,0.194,27002.8057705804,100.0,,84.871,37.8283309936523,,87.11601,99.2135467529297,,46.7138742741135,,,,6.9,90.0,,,
1990,Denmark,,,,,,,,,,,74.8053658536585,44.6,,,0.0973,26885.6994188191,100.0,,84.843,34.6175994873047,,87.10454,99.7509002685547,,46.4031459405589,,,,7.3,90.0,,,
1989,Denmark,5.83814001083374,,,,,,,,,,74.799756097561,44.1,,,,21882.1517463842,,,84.777,31.5380897521973,,86.31438,99.9392471313477,,,,,,7.7,89.0,,,
1988,Denmark,6.33533000946045,,,,,,,,,,74.7717073170732,43.6,,,,22524.5792595476,,,84.671,29.6852397918701,,84.6473,98.9096221923828,,,,,,7.9,87.0,,,
1987,Denmark,6.07808017730713,,,,,,,,,,74.6912195121951,43.1,,,,21295.6768566078,,,84.565,28.3408393859863,,83.56807,98.6649322509766,,,,,,8.0,88.0,,100.0,
1986,Denmark,5.83825016021729,,,,,,,,,,74.579756097561,42.5,,,,17136.6297376226,,,84.458,28.0615997314453,,83.29392,98.3817291259766,,,,,,8.0,89.0,,,
1985,Denmark,,,,,,,,,,,74.4275609756098,42.0,,,,12212.7873997293,,,84.351,28.4415798187256,,83.92338,99.1145324707031,,,,,,8.0,90.0,,,
1984,Denmark,,,,,,,,,,,74.5621951219512,41.4,,,,11516.6821578436,,,84.243,28.8124809265137,,85.0807,98.8822631835938,,,,,,7.9,86.0,,,
1983,Denmark,,,,,,,,,,,74.4204878048781,40.9,,,,11796.5691955784,,,84.134,28.9033393859863,,87.04901,99.2285766601562,,,,,,7.9,86.0,,,
1982,Denmark,,,,,,,,,,,74.5512195121951,40.3,,,,11740.2199128271,,,84.025,28.456750869751,,87.78228,99.252571105957,,,,,,7.9,87.0,,,
1981,Denmark,,,,,,,,,,,74.2304878048781,39.8,,,,12000.2103769191,,,83.915,28.5906105041504,,87.9823,98.4257507324219,,,,,,8.0,88.0,,,
1980,Denmark,5.91093015670776,,,,,,,,,,74.1017073170732,39.2,,,,13822.1578405912,,,83.723,28.7279605865479,,,107.956108093262,,,,,,8.2,88.0,,,
2020,"Egypt, Arab Rep.",,,,,29.9959477572395,26.8650249486579,27.3555007058441,,,,70.99,,24.3,150.90655518,71.9,3511.11381026379,100.0,2.95,42.783,40.012939453125,,,96.5726165771484,80.0930709838867,17.5022933763181,27.4111675126904,,,16.6,94.0,4.15384626,,
2019,"Egypt, Arab Rep.",,,,,32.7122867219822,28.173963190805,28.9000685285205,9.62846081312771,4.76370850328626,85.6078303042361,71.358,,24.4,145.31028748,57.3,2962.98892023003,100.0,2.85,42.73,,,,92.8502197265625,80.2930297851562,18.7363479936266,14.9328859060403,,,17.2,95.0,4.5994668,,
2018,"Egypt, Arab Rep.",,,,,35.6797622835042,30.2607746359626,31.2634280085781,,,,71.367,,24.4,120.22325897,46.9,2484.70315630508,100.0,2.4,42.704,36.7171516418457,,82.77635,90.6235885620117,76.425910949707,21.2024259888103,14.9328859060403,,,17.8,95.0,4.74892998,,
2017,"Egypt, Arab Rep.",,9.84518,13.79696,,36.6304905254311,30.6571708732665,31.9426821360557,,,,71.302,,,107.98847961,45.0,2395.10333299491,100.0,2.93,42.705,33.1621017456055,71.0,81.65996,87.4164962768555,75.0552062988281,24.6046338255388,14.9328859060403,66.0,1.0,18.4,94.0,5.34661913,,
2016,"Egypt, Arab Rep.",,,,,33.6311587657455,29.2188092334881,30.1696330129577,,,,70.844,63.5,,145.2776947,41.2,3270.6287768197,100.0,2.82,42.732,31.9304790496826,,80.74153,88.0339202880859,76.4383697509766,24.6636639603665,14.9328859060403,,,19.1,95.0,5.07462406,,
2015,"Egypt, Arab Rep.",3.93084812164307,,,,44.8792740308651,35.4418566262517,37.4197411429469,10.8222436470346,4.98902704069397,84.1887281782163,70.483,62.8,24.3,173.5194397,37.8,3306.98159414141,99.3,3.7,42.785,32.8131103515625,,,,,24.1933511374404,,,,19.7,93.0,5.06153202,,
2014,"Egypt, Arab Rep.",4.25138568878174,,,,45.8503795846205,37.3959826232158,39.1705687372278,,,,70.415,62.2,,158.20581055,33.9,3133.39102265541,99.8,2.84,42.839,29.1688709259033,,76.81479,,72.2138290405273,23.9722513685509,,,,20.5,94.0,4.77415323,91.5,
2013,"Egypt, Arab Rep.",4.12252616882324,,,,45.477737903526,37.1573146407438,38.8774291288366,,,,70.052,61.5,,142.59768677,29.4,3025.52563552448,99.9,0.42,42.893,28.5217609405518,72.0,,92.0215911865234,73.1651306152344,23.6518332936099,,63.0,1.0,21.3,97.0,4.6710043,,
2012,"Egypt, Arab Rep.",3.36830472946167,,,,43.6065749152228,35.9757408889877,37.5111321144462,,,,70.085,60.8,,142.75941467,26.4,2996.0677072015,99.7,0.24,42.946,26.4579601287842,74.0,,,,23.1124426506186,1.96850393700787,66.0,1.0,22.1,93.0,4.45891809,,
2011,"Egypt, Arab Rep.",3.3442964553833,,,,46.9665882962383,36.7564074557284,38.8262816250443,,,,69.88,60.2,,118.69612122,25.6,2590.64384891965,99.4,0.23,43.0,25.8721904754639,,,,,23.0048465211576,1.96850393700787,,,23.0,96.0,4.35707569,,
2010,"Egypt, Arab Rep.",3.54265189170837,,,,47.8022715283971,35.2927049971255,37.7951460508817,12.7963030093853,5.24198904574586,81.9617087171341,69.664,59.5,24.3,107.41892242,21.6,2455.08194645282,99.4,0.14,43.019,30.5086708068848,72.0,,90.4167327880859,,23.3831568484771,12.6953125,64.0,1.0,24.0,97.0,4.15319157,,
2009,"Egypt, Arab Rep.",3.6391909122467,,,,49.5785473168848,36.8146088249896,39.4142712779084,,,,69.48,58.9,,101.21813965,20.0,2161.63964573927,98.9,0.17,43.039,29.6097393035889,,,89.1938934326172,67.5219802856445,23.7963960010739,1.76211453744493,,,25.0,97.0,4.37870932,,
2008,"Egypt, Arab Rep.",3.76082992553711,,,,49.1459975693616,37.6483109320672,39.9861443930469,,,,69.319,58.2,,92.32979584,18.0,1896.21594269779,99.8,0.34,43.058,28.9939308166504,,,,,22.8875465951425,1.80995475113122,,,26.0,97.0,4.46634817,78.9,
2007,"Egypt, Arab Rep.",3.68460988998413,,,,52.0047020072492,38.5564550738991,41.4692648512795,,,,69.128,57.6,,75.12869263,16.0,1547.74170735909,98.4,0.03,43.078,29.175989151001,,,86.5288619995117,,24.173360319846,1.80995475113122,,,27.1,98.0,4.44493246,,
2006,"Egypt, Arab Rep.",4.00178003311157,,,,46.269238837111,36.2851077934641,38.1952120652322,,,,68.977,56.9,,68.03048706,13.7,1298.97900203124,99.0,0.1,43.073,28.7297592163086,66.0,,82.2996292114258,,22.4692173297319,2.03619909502262,58.0,1.0,28.2,98.0,4.84190083,,
2005,"Egypt, Arab Rep.",4.79442977905273,,,,49.3994573742291,37.8376836727966,39.9998950031734,,,,68.779,56.3,24.1,60.99180603,12.8,1104.80340733395,99.4,0.13,43.027,28.7957496643066,67.0,,86.3347778320312,,22.0630635055377,1.98237885462555,56.0,1.0,29.4,98.0,4.92229176,74.2,
2004,"Egypt, Arab Rep.",4.67072010040283,,,,51.4869114149093,41.789323543843,43.5135200482807,,,,68.613,55.6,,51.60012436,11.9,991.255689145253,97.8,0.17,42.981,27.6763496398926,,,84.7778701782227,76.4508209228516,21.6726983595106,2.86343612334802,,,30.6,97.0,4.85732365,,
2003,"Egypt, Arab Rep.",4.94563007354736,,,,43.6688879445793,41.7820340309591,42.1274252879869,,,,68.402,55.0,,51.60063553,4.04,1031.27556291284,98.8,0.06,42.935,26.3915996551514,,,83.7061004638672,78.6282424926758,21.2908229380941,2.42290748898678,,,32.0,98.0,5.2242527,69.4,
2002,"Egypt, Arab Rep.",4.7958836555481,,,,35.997910354195,40.6290854569262,39.8119401799557,,,,68.564,54.3,,65.58682251,2.72,1116.82884626213,97.5,0.11,42.889,29.316650390625,,,85.8898086547852,82.4409866333008,20.9133330122792,2.42290748898678,,,33.6,97.0,5.5107379,,
2001,"Egypt, Arab Rep.",,,,,35.1660858572917,39.2963396755458,38.4966351537325,,,,68.308,53.7,,70.36794281,0.839,1295.1374184163,97.4,0.11,42.843,28.1952991485596,,,87.4627914428711,,22.4781640579461,2.42290748898678,,,35.3,99.0,5.40030336,,
2000,"Egypt, Arab Rep.",,,,,42.8517961579864,39.4203660238657,40.0582424687281,20.8667378351591,5.01745373444748,74.1158068999397,68.007,53.1,24.3,71.03570557,0.641,1366.09274372613,97.7,0.11,42.797,,,,89.4921264648438,,21.9298827059593,1.98237885462555,,,37.2,98.0,4.92244291,60.9,
1999,"Egypt, Arab Rep.",,,,,37.8091604522988,39.129937748051,38.880963400463,,,,67.737,52.5,,,0.29,1268.30949160496,96.8857345581055,,42.75,28.8631801605225,,,90.672492980957,,21.451820842974,1.98237885462555,,,39.3,97.0,,,
1998,"Egypt, Arab Rep.",,,,,39.327704614981,40.4485778966011,40.2400083739311,,,,67.471,51.9,,,0.148,1212.82259820477,96.6465225219727,,42.704,,,,,,21.2947758961343,1.98237885462555,,,41.5,92.0,,55.2,
1997,"Egypt, Arab Rep.",,,,,44.463838067468,38.9938570419144,40.0342400877208,,,,67.197,51.3,,,0.0905,1146.20172117634,96.4024658203125,,42.658,,,,85.9970169067383,,21.7335583607892,1.98237885462555,,,44.0,88.0,,56.4,
1996,"Egypt, Arab Rep.",4.67156982421875,,,,45.611998961877,40.4601719309693,41.4820731549432,,,,66.742,50.7,,,0.0615,1008.97637629447,96.1543273925781,,42.681,,56.0,,,,22.1639569321101,,44.0,1.0,46.6,90.0,,46.3,
1995,"Egypt, Arab Rep.",4.60400009155273,,,,47.0816242965375,41.8657928983951,42.8763061926617,,,,66.312,50.1,,,0.0313,916.326617700876,95.5,,42.814,,,,,,22.6023218795755,,,,49.4,88.0,,46.2,
1994,"Egypt, Arab Rep.",4.58375978469849,,,,50.7455930212389,41.7795187239942,43.6090540720244,,,,65.816,49.5,,,0.00638,807.303537230487,95.6485366821289,,42.946,,,64.5053,,65.4923400878906,23.5550836271987,,,,52.1,83.0,,,
1993,"Egypt, Arab Rep.",4.19770002365112,,,,50.4858223219454,42.6467338791735,44.2308900233773,,,,65.468,49.0,,,0.000976,740.334217356418,95.3922424316406,,43.079,,,,,,23.1956036623885,,,,54.9,81.0,,40.7,
1992,"Egypt, Arab Rep.",4.05067014694214,,,,50.6937790043731,42.7351724392124,44.4953697276327,,,,65.031,48.4,,,,680.79923864551,93.4,,43.212,,,,,,24.2889247253424,,,,57.5,79.0,,40.7,
1991,"Egypt, Arab Rep.",,,,,52.0992516080591,43.0573473851395,44.9229291281686,,,,64.755,47.8,,,,622.829605007867,,,43.345,11.4388704299927,,,,,23.6944824236973,,,,60.2,76.0,,36.5,
